,NAME,YEAR,CMP,PATT,CMP%,PYDS,PAVG,PLNG,PTD,INT,SACK,RTG
2685,Cole Kelley,2017,87,151,57.6,"1,038",6.9,60,8,4,16,127.5
2686,Max Browne,2017,96,135,71.1,997,7.4,55,5,2,12,142.4
2687,Jarrett Guarantano,2017,86,139,61.9,997,7.2,60,4,2,26,128.7
2688,Kato Nelson,2017,70,140,50.0,989,7.1,71,8,2,21,125.3
2689,John O'Korn,2017,84,157,53.5,973,6.2,43,2,6,21,102.1
2690,Jack Milas,2017,110,207,53.1,970,4.7,47,2,8,17,88.0
2691,Keller Chryst,2017,78,144,54.2,962,6.7,56,8,4,8,123.1
2692,David Pindell,2017,84,159,52.8,937,5.9,60,4,6,8,103.1
2693,Jesse Ertz,2017,55,100,55.0,930,9.3,82,7,3,7,150.2
2694,Shai Werts,2017,85,152,55.9,929,6.1,63,7,5,24,115.9
2695,Josh Love,2017,92,170,54.1,928,5.5,47,5,7,11,101.4
2696,TaQuon Marshall,2017,43,116,37.1,927,8.0,80,10,5,19,124.0
2697,Nathan Elliott,2017,75,146,51.4,926,6.3,51,10,5,9,120.4
2698,Quinten Dormady,2017,76,137,55.5,925,6.8,66,6,6,3,117.9
2699,Chad President,2017,83,157,52.9,921,5.9,69,3,2,7,105.9
2700,Jake Luton,2017,83,135,61.5,853,6.3,48,4,4,6,118.4
2701,Conor Rhoda,2017,59,109,54.1,839,7.7,67,5,4,2,126.6
2702,Billy Bahl,2017,61,117,52.1,820,7.0,57,5,4,4,118.3
2703,Zack Greenlee,2017,72,151,47.7,818,5.4,41,4,6,9,94.0
2704,Troy Williams,2017,60,110,54.5,812,7.4,50,2,4,8,115.3
2705,Zach Abey,2017,31,72,43.1,805,11.2,79,7,7,10,149.6
2706,Andre Nunez,2017,61,99,61.6,783,7.9,50,4,2,16,137.3
2707,Montell Cozart,2017,61,97,62.9,754,7.8,47,10,1,9,160.1
2708,Kyle Allen,2017,80,105,76.2,751,7.2,49,4,4,4,141.2
2709,Kilton Anderson,2017,49,109,45.0,743,6.8,67,7,3,14,117.9
2710,Darius Wade,2017,62,102,60.8,736,7.2,48,3,3,8,125.2
2711,Brandon Dawkins,2017,70,114,61.4,732,6.4,48,5,4,6,122.8
2712,Johnny Stanton,2017,55,88,62.5,724,8.2,52,4,2,1,142.1
2713,Daniel Santacaterina,2017,62,97,63.9,712,7.3,81,7,5,9,139.1
2714,Kyle Bolin,2017,73,133,54.9,711,5.3,48,3,6,3,98.2
2715,Tevaka Tuioti,2017,57,118,48.3,705,6.0,62,4,6,2,99.5
2716,Skylar Thompson,2017,51,83,61.4,689,8.3,60,5,3,15,143.8
2717,Demry Croft,2017,51,122,41.8,674,5.5,63,4,7,20,87.6
2718,Brandon Peters,2017,57,108,52.8,672,6.2,48,4,2,7,113.6
2719,Devon Modster,2017,51,79,64.6,671,8.5,70,4,0,3,152.6
2720,Riley Neal,2017,67,99,67.7,659,6.7,27,6,3,3,137.5
2721,Ross Comis,2017,49,87,56.3,646,7.4,69,4,1,8,131.6
2722,Joe Critchlow,2017,55,101,54.5,642,6.4,40,3,4,10,109.7
2723,Alex Delton,2017,49,85,57.6,637,7.5,40,3,2,4,127.5
2724,Ryan Metz,2017,63,130,48.5,637,4.9,83,3,6,9,88.0
2725,Tua Tagovailoa,2017,49,77,63.6,636,8.3,60,11,2,3,175.0
2726,Miklo Smalls,2017,43,75,57.3,623,8.3,63,1,5,13,118.2
2727,Lamar Jordan,2017,46,93,49.5,604,6.5,71,3,6,12,101.8
2728,Jackson Tyner,2017,46,97,47.4,598,6.2,70,2,5,6,95.7
2729,Daniel Parr,2017,43,75,57.3,588,7.8,95,4,2,9,135.5
2730,Garrett Smith,2017,35,60,58.3,584,9.7,80,5,3,4,157.6
2731,Wilton Speight,2017,44,81,54.3,581,7.2,48,3,2,8,121.9
2732,Dwayne Haskins Jr.,2017,40,57,70.2,565,9.9,50,4,1,3,173.1
2733,Reece Goddard,2017,44,96,45.8,542,5.6,68,3,3,11,97.3
2734,Chris Chugunov,2017,43,90,47.8,536,6.0,51,3,2,5,104.4
2735,Zeb Noland,2017,36,66,54.5,533,8.1,67,2,1,1,129.4
2736,Chason Virgil,2017,48,83,57.8,524,6.3,40,3,2,2,118.0
2737,Rex Culpepper,2017,45,75,60.0,518,6.9,44,2,3,3,118.8
2738,Giovanni Rescigno,2017,47,100,47.0,517,5.2,35,2,1,12,95.0
2739,Kenny Pickett,2017,39,66,59.1,509,7.7,74,1,1,5,125.8
2740,Sam Glaesmann,2017,32,72,44.4,500,6.9,52,3,6,9,99.9
2741,Zack Mahoney,2017,46,90,51.1,471,5.2,36,3,4,2,97.2
2742,Nick Smith,2017,40,74,54.1,471,6.4,53,2,2,4,111.0
2743,Ian Book,2017,46,75,61.3,456,6.1,55,4,4,5,119.3
2744,Chayce Crouch,2017,45,91,49.5,443,4.9,31,1,4,14,85.2
2745,Drew Plitt,2017,42,84,50.0,430,5.1,31,3,3,10,97.6
2746,Blake LaRussa,2017,38,67,56.7,420,6.3,55,3,3,3,115.2
2747,Anu Solomon,2017,24,55,43.6,399,7.3,75,4,2,4,121.3
2748,Kendall Hinton,2017,27,47,57.4,399,8.5,43,4,0,5,156.8
2749,Colton Richardson,2017,34,63,54.0,395,6.3,65,2,1,14,113.9
2750,Dwayne Haskins Jr.,2018,373,533,70.0,"4,831",9.1,78,50,8,20,174.1
2751,Gardner Minshew II,2018,468,662,70.7,"4,779",7.2,89,38,9,13,147.6
2752,Kyler Murray,2018,260,377,69.0,"4,361",11.6,86,42,7,18,199.2
2753,Taylor Cornelius,2018,288,485,59.4,"3,978",8.2,64,32,13,32,144.7
2754,Tua Tagovailoa,2018,245,355,69.0,"3,966",11.2,81,43,6,13,199.5
2755,Ryan Finley,2018,326,484,67.4,"3,928",8.1,74,25,11,11,148.0
2756,Jordan Ta'amu,2018,266,418,63.6,"3,918",9.4,84,19,8,29,153.5
2757,Cole McDonald,2018,285,484,58.9,"3,875",8.0,80,36,10,34,146.5
2758,Will Grier,2018,266,397,67.0,"3,864",9.7,82,37,8,24,175.5
2759,Mason Fine,2018,303,469,64.6,"3,793",8.1,68,27,5,24,149.4
2760,Brett Rypien,2018,301,447,67.3,"3,705",8.3,74,30,7,32,156.0
2761,David Blough,2018,305,462,66.0,"3,705",8.0,82,25,10,28,146.9
2762,Marcus McMaryion,2018,293,427,68.6,"3,629",8.5,86,25,5,12,157.0
2763,Jordan Love,2018,267,417,64.0,"3,567",8.6,88,32,6,9,158.3
2764,Brent Stockstill,2018,326,464,70.3,"3,544",7.6,70,29,10,39,150.7
2765,K.J. Costello,2018,269,413,65.1,"3,540",8.6,80,29,11,23,155.0
2766,Drew Lock,2018,275,437,62.9,"3,498",8.0,86,28,8,13,147.7
2767,Justice Hansen,2018,286,434,65.9,"3,447",7.9,78,27,9,23,149.0
2768,Ty Gangi,2018,268,443,60.5,"3,331",7.5,58,24,13,12,135.7
2769,Brady White,2018,246,392,62.8,"3,296",8.4,75,26,9,24,150.7
2770,Sam Ehlinger,2018,275,425,64.7,"3,292",7.7,48,25,5,26,146.8
2771,Trevor Lawrence,2018,259,397,65.2,"3,280",8.3,74,30,4,11,157.6
2772,Jake Browning,2018,252,388,64.9,"3,192",8.2,59,16,10,23,142.5
2773,Clayton Thorson,2018,299,489,61.1,"3,183",6.5,77,17,15,35,121.2
2774,Jake Bentley,2018,240,388,61.9,"3,171",8.2,89,27,14,20,146.3
2775,J'Mar Smith,2018,264,461,57.3,"3,160",6.9,67,15,10,32,121.2
2776,Justin Herbert,2018,240,404,59.4,"3,151",7.8,83,29,8,21,144.7
2777,Tyree Jackson,2018,225,407,55.3,"3,131",7.7,75,28,12,15,136.7
2778,Kyle Shurmur,2018,254,406,62.6,"3,130",7.7,75,24,6,21,143.9
2779,Kellen Mond,2018,238,415,57.3,"3,107",7.5,69,24,9,34,135.0
2780,Stephen Calvert,2018,240,439,54.7,"3,068",7.0,66,21,18,20,121.0
2781,Manny Wilkins,2018,247,393,62.8,"3,025",7.7,72,20,6,16,141.2
2782,Charlie Brewer,2018,240,390,61.5,"3,019",7.7,75,19,9,32,138.0
2783,Blake LaRussa,2018,249,393,63.4,"3,015",7.7,83,19,10,29,138.7
2784,D'Eriq King,2018,219,345,63.5,"2,982",8.6,79,36,6,14,167.0
2785,Joe Burrow,2018,219,379,57.8,"2,894",7.6,71,16,5,35,133.2
2786,Peyton Ramsey,2018,295,447,66.0,"2,875",6.4,65,19,13,27,128.2
2787,Caleb Evans,2018,231,374,61.8,"2,869",7.7,80,16,12,21,133.9
2788,Eric Dungey,2018,226,371,60.9,"2,868",7.7,82,18,9,25,137.0
2789,Nate Stanley,2018,235,396,59.3,"2,852",7.2,75,26,10,15,136.5
2790,Steven Montez,2018,258,399,64.7,"2,849",7.1,89,19,9,30,135.8
2791,Jarrett Stidham,2018,224,369,60.7,"2,794",7.6,76,18,5,23,137.7
2792,Jake Fromm,2018,206,306,67.3,"2,749",9.0,75,30,6,16,171.2
2793,Deondre Francois,2018,227,396,57.3,"2,731",6.9,78,15,12,29,121.7
2794,James Morgan,2018,213,326,65.3,"2,727",8.4,76,26,7,10,157.6
2795,Ryan Willis,2018,213,364,58.5,"2,716",7.5,67,24,9,22,138.0
2796,Blake Barnett,2018,214,350,61.1,"2,705",7.7,75,12,11,29,131.1
2797,Bryce Perkins,2018,225,349,64.5,"2,680",7.7,86,25,9,32,147.5
2798,Daniel Jones,2018,237,392,60.5,"2,674",6.8,85,22,9,28,131.7
2799,JT Daniels,2018,216,363,59.5,"2,672",7.4,65,14,10,25,128.6
2800,McKenzie Milton,2018,171,289,59.2,"2,663",9.2,75,25,6,9,161.0
2801,Jarret Doege,2018,242,389,62.2,"2,660",6.8,76,27,12,29,136.4
2802,Alan Bowman,2018,227,327,69.4,"2,638",8.1,66,17,7,8,150.1
2803,Ian Book,2018,214,314,68.2,"2,628",8.4,66,19,7,18,154.0
2804,Adrian Martinez,2018,224,347,64.6,"2,617",7.5,75,17,8,23,139.5
2805,Shea Patterson,2018,210,325,64.6,"2,600",8.0,79,22,7,21,149.8
2806,Ben Hicks,2018,208,372,55.9,"2,582",6.9,71,19,7,28,127.3
2807,Anthony Russo,2018,198,345,57.4,"2,563",7.4,70,14,14,14,125.1
2808,Josh Adkins,2018,222,393,56.5,"2,563",6.5,60,13,9,26,117.6
2809,Gus Ragland,2018,226,371,60.9,"2,547",6.9,59,17,5,20,131.0
2810,Chris Robison,2018,192,304,63.2,"2,533",8.3,75,12,12,9,138.3
2811,Trace McSorley,2018,192,361,53.2,"2,530",7.0,93,18,7,27,124.6
2812,Khalil Tate,2018,170,302,56.3,"2,530",8.4,75,26,8,14,149.8
2813,Isaiah Green,2018,187,330,56.7,"2,459",7.5,82,15,10,9,128.2
2814,Feleipe Franks,2018,188,322,58.4,"2,457",7.6,65,24,6,15,143.3
2815,Desmond Ridder,2018,194,311,62.4,"2,445",7.9,77,20,5,21,146.4
2816,Nathan Rourke,2018,165,275,60.0,"2,431",8.8,76,23,8,19,156.0
2817,Jack Abraham,2018,223,305,73.1,"2,347",7.7,75,15,10,24,147.4
2818,Woody Barrett,2018,229,390,58.7,"2,339",6.0,75,11,9,41,113.8
2819,Kato Nelson,2018,178,342,52.0,"2,329",6.8,56,15,8,31,119.0
2820,Andre Nunez,2018,182,287,63.4,"2,272",7.9,64,20,12,22,144.5
2821,K.J. Carta-Samuels,2018,183,296,61.8,"2,261",7.6,69,19,9,17,141.1
2822,Brock Purdy,2018,146,220,66.4,"2,250",10.2,83,16,7,21,169.9
2823,Marcus Childers,2018,234,397,58.9,"2,175",5.5,66,15,10,43,112.4
2824,Nathan Elliott,2018,201,325,61.8,"2,169",6.7,80,11,9,5,123.5
2825,Anthony Brown,2018,158,285,55.4,"2,121",7.4,71,20,9,19,134.8
2826,Dan Ellington,2018,174,292,59.6,"2,119",7.3,55,12,5,24,130.7
2827,Brian Lewerke,2018,184,339,54.3,"2,040",6.0,40,8,11,19,106.1
2828,Zac Thomas,2018,159,254,62.6,"2,039",8.0,90,21,6,14,152.6
2829,Jon Wassink,2018,151,245,61.6,"1,994",8.1,84,16,6,4,146.7
2830,Sam Hartman,2018,161,291,55.3,"1,984",6.8,54,16,8,22,125.2
2831,Kenny Pickett,2018,180,310,58.1,"1,969",6.4,78,12,6,33,120.3
2832,Josh Love,2018,162,289,56.1,"1,963",6.8,70,14,9,18,122.9
2833,David Pindell,2018,186,314,59.2,"1,962",6.2,80,19,13,25,123.4
2834,Jawon Pass,2018,162,300,54.0,"1,960",6.5,53,8,12,30,109.7
2835,Riley Neal,2018,194,335,57.9,"1,917",5.7,52,11,4,14,114.4
2836,Jarrett Guarantano,2018,153,246,62.2,"1,907",7.8,55,12,3,22,141.0
2837,Peyton Bender,2018,183,321,57.0,"1,894",5.9,65,13,3,23,118.1
2838,Terry Wilson,2018,180,268,67.2,"1,889",7.0,54,11,8,28,134.0
2839,Tyler Wiegers,2018,171,264,64.8,"1,887",7.1,75,11,3,28,136.3
2840,Eli Peters,2018,146,265,55.1,"1,837",6.9,80,18,7,10,130.5
2841,Ross Comis,2018,122,194,62.9,"1,799",9.3,89,14,3,24,161.5
2842,Evan Orth,2018,145,222,65.3,"1,795",8.1,73,11,6,14,144.2
2843,Tyler Huntley,2018,150,234,64.1,"1,788",7.6,68,12,6,22,140.1
2844,Holton Ahlers,2018,127,263,48.3,"1,785",6.8,80,12,3,14,118.1
2845,Nick Fitzgerald,2018,145,281,51.6,"1,767",6.3,84,16,9,25,116.8
2846,Sawyer Smith,2018,144,229,62.9,"1,669",7.3,75,14,6,12,139.0
2847,Jake Luton,2018,140,224,62.5,"1,660",7.4,63,10,4,16,135.9
2848,Ryan Agnew,2018,115,223,51.6,"1,651",7.4,70,10,6,23,123.2
2849,Reid Herring,2018,154,288,53.5,"1,607",5.6,47,6,10,10,100.3
2850,Ty Storey,2018,143,250,57.2,"1,584",6.3,57,11,10,19,116.9
2851,Zach Wilson,2018,120,182,65.9,"1,578",8.7,70,12,3,23,157.2
2852,A.J. Erdely,2018,111,198,56.1,"1,539",7.8,95,7,7,16,126.0
2853,Alex Hornibrook,2018,122,205,59.5,"1,532",7.5,44,13,11,14,132.5
2854,Wilton Speight,2018,126,208,60.6,"1,527",7.3,66,6,6,13,126.0
2855,Chase Garbers,2018,159,260,61.2,"1,506",5.8,55,14,10,26,119.9
2856,Sheriron Jones,2018,102,187,54.5,"1,422",7.6,79,13,12,14,128.5
2857,AJ Bush Jr.,2018,117,217,53.9,"1,413",6.5,84,6,10,15,108.5
2858,Tanner Morgan,2018,89,152,58.6,"1,401",9.2,86,9,6,11,147.6
2859,Max Gilliam,2018,125,226,55.3,"1,394",6.2,79,14,8,17,120.5
2860,Skylar Thompson,2018,122,208,58.7,"1,391",6.7,42,9,4,18,125.3
2861,Collin Hill,2018,119,202,58.9,"1,387",6.9,58,7,7,13,121.1
2862,Seth Boomer,2018,101,198,51.0,"1,378",7.0,70,9,4,24,120.4
2863,Andrew Ford,2018,115,177,65.0,"1,366",7.7,55,9,5,13,140.9
2864,Shawn Robinson,2018,124,204,60.8,"1,334",6.5,51,9,8,6,122.4
2865,Shawn Stankavage,2018,124,219,56.6,"1,328",6.1,68,10,10,15,113.5
2866,Tyler Johnston III,2018,80,140,57.1,"1,323",9.4,70,11,9,7,149.6
2867,Dorian Thompson-Robinson,2018,112,194,57.7,"1,311",6.8,65,7,4,19,122.3
2868,Tyler Vander Waal,2018,120,246,48.8,"1,310",5.3,72,5,4,24,97.0
2869,Justin McMillan,2018,79,154,51.3,"1,304",8.5,86,10,4,12,138.7
2870,Zack Annexstad,2018,97,187,51.9,"1,277",6.8,52,9,7,16,117.6
2871,Jett Duffey,2018,104,154,67.5,"1,221",7.9,62,8,6,13,143.5
2872,Chris Reynolds,2018,101,155,65.2,"1,181",7.6,71,6,2,17,139.4
2873,Jason Shelley,2018,98,168,58.3,"1,162",6.9,61,5,6,10,119.1
2874,Tyler Vitt,2018,116,191,60.7,"1,159",6.1,38,7,10,18,113.3
2875,Artur Sitkowski,2018,134,273,49.1,"1,158",4.2,41,4,18,12,76.4
2876,Conor Blount,2018,95,153,62.1,"1,117",7.3,49,7,2,21,135.9
2877,Tanner Mangum,2018,114,186,61.3,"1,104",5.9,46,5,4,6,115.7
2878,Kaleb Eleby,2018,92,147,62.6,"1,092",7.4,62,4,3,16,129.9
2879,N'Kosi Perry,2018,97,191,50.8,"1,091",5.7,42,13,6,17,114.9
2880,Kasim Hill,2018,84,170,49.4,"1,083",6.4,65,9,4,15,115.7
2881,Jamie Newman,2018,84,141,59.6,"1,083",7.7,49,9,4,12,139.5
2882,Jonathan Banks,2018,72,139,51.8,"1,074",7.7,74,5,2,23,125.7
2883,Steven Duncan,2018,108,187,57.8,"1,071",5.7,60,9,7,14,114.3
2884,Mike Collins,2018,79,140,56.4,"1,059",7.6,67,6,2,6,131.3
2885,Mitchell Guadagni,2018,69,120,57.5,"1,053",8.8,57,13,3,17,162.0
2886,Malik Rosier,2018,82,156,52.6,"1,053",6.8,67,6,8,10,111.7
2887,Kelvin Hopkins Jr.,2018,51,93,54.8,"1,026",11.0,63,6,3,3,162.3
2888,Mike Glass III,2018,72,117,61.5,"1,024",8.8,76,9,1,11,158.7
2889,Kaleb Barker,2018,92,126,73.0,"1,013",8.0,50,10,2,13,163.6
2890,Kilton Anderson,2018,76,131,58.0,"1,010",7.7,81,8,3,13,138.4
2891,Drew Plitt,2018,85,131,64.9,"1,008",7.7,63,6,8,11,132.4
2892,Cordale Grundy,2018,111,220,50.5,989,4.5,52,5,3,16,93.0
2893,Shai Werts,2018,69,116,59.5,987,8.5,61,10,0,19,159.4
2894,Willie Jones III,2018,74,131,56.5,984,7.5,93,7,2,11,134.2
2895,Davis Shanley,2018,96,141,68.1,942,6.7,42,3,2,10,128.4
2896,Kai Locksley,2018,83,169,49.1,937,5.5,76,3,9,22,90.9
2897,TaQuon Marshall,2018,48,109,44.0,900,8.3,81,5,4,11,121.2
2898,Isaiah Sanders,2018,48,78,61.5,844,10.8,69,4,3,5,161.7
2899,Clayton Tune,2018,59,117,50.4,795,6.8,48,8,2,16,126.7
2900,Christian Chapman,2018,51,89,57.3,782,8.8,76,4,1,10,143.7
2901,Jalen Hurts,2018,51,70,72.9,765,10.9,54,8,2,2,196.7
2902,Brandon McIlwain,2018,80,129,62.0,763,5.9,45,2,8,7,104.4
2903,Rocky Lombardi,2018,68,154,44.2,738,4.8,48,3,3,7,86.9
2904,Zeb Noland,2018,70,110,63.6,722,6.6,57,4,1,6,129.0
2905,Brandon Wimbush,2018,54,102,52.9,719,7.0,43,4,6,6,113.3
2906,Luke Skipper,2018,68,116,58.6,716,6.2,49,4,6,15,111.5
2907,Jalan McClendon,2018,55,91,60.4,715,7.9,43,3,3,7,130.7
2908,Tommy Lazzaro,2018,68,141,48.2,711,5.0,37,5,10,14,88.1
2909,Drew Eckels,2018,50,99,50.5,709,7.2,75,3,0,8,120.7
2910,Fred Payton,2018,49,75,65.3,677,9.0,61,6,2,9,162.2
2911,Brandon Jones,2018,42,85,49.4,673,7.9,88,4,5,12,119.7
2912,Evan Shirreffs,2018,54,104,51.9,631,6.1,49,2,4,13,101.5
2913,Michael Carrillo,2018,48,80,60.0,629,7.9,75,5,3,9,139.2
2914,Tony Poljan,2018,76,147,51.7,625,4.3,34,2,5,14,85.1
2915,William Brown,2018,53,85,62.4,625,7.4,92,7,1,3,148.9
2916,Donald Hammond III,2018,38,72,52.8,623,8.7,61,5,2,0,142.8
2917,Wiley Green,2018,45,88,51.1,621,7.1,60,3,4,4,112.6
2918,Darriel Mack Jr.,2018,51,100,51.0,619,6.2,54,3,1,10,110.9
2919,Matt Romero,2018,72,131,55.0,609,4.6,33,3,6,14,92.4
2920,Armani Rogers,2018,52,117,44.4,601,5.1,51,10,4,14,109.0
2921,Levi Lewis,2018,37,59,62.7,585,9.9,79,7,2,5,178.4
2922,Frank Nutile,2018,42,75,56.0,585,7.8,63,4,5,3,125.8
2923,Ryan Metz,2018,35,69,50.7,576,8.3,67,3,5,8,120.7
2924,Josh Jackson,2018,36,58,62.1,575,9.9,72,5,1,6,170.3
2925,Tyrrell Pigrome,2018,37,67,55.2,561,8.4,60,2,1,15,132.4
2926,Alex Delton,2018,44,80,55.0,554,6.9,72,2,2,16,116.4
2927,M.J. Rivers II,2018,56,101,55.4,547,5.4,32,3,3,11,104.8
2928,Tommy DeVito,2018,44,87,50.6,525,6.0,50,4,3,11,109.5
2929,Cole Garvin,2018,48,78,61.5,524,6.7,50,5,3,7,131.4
2930,Rhett Rodriguez,2018,43,83,51.8,516,6.2,42,3,2,5,111.1
2931,Jack Coan,2018,56,93,60.2,515,5.5,35,5,3,10,118.0
2932,James Blackman,2018,33,51,64.7,510,10.0,73,5,1,6,177.1
2933,Steven Williams,2018,41,81,50.6,507,6.3,63,2,2,2,106.4
2934,Alex Thomson,2018,53,100,53.0,506,5.1,33,5,3,11,106.0
2935,Montel Aaron,2018,44,75,58.7,500,6.7,79,2,0,12,123.5
2936,Garret Lewis,2018,33,73,45.2,479,6.6,50,2,2,5,103.9
2937,Malik Cunningham,2018,40,67,59.7,473,7.1,41,1,1,7,120.9
2938,Bryce Carpenter,2018,37,55,67.3,464,8.4,41,5,2,14,160.9
2939,Bryce Rivers,2018,37,64,57.8,463,7.2,44,2,2,8,122.6
2940,Kelly Bryant,2018,36,54,66.7,461,8.5,64,2,1,4,146.9
2941,Keytaon Thompson,2018,18,39,46.2,458,11.7,84,6,1,0,190.4
2942,Cole Kelley,2018,35,67,52.2,455,6.8,64,5,5,2,119.0
2943,Tate Whatley,2018,42,75,56.0,451,6.0,57,4,1,9,121.4
2944,Keller Chryst,2018,23,51,45.1,450,8.8,50,3,2,1,130.8
2945,Chase Brice,2018,32,51,62.7,442,8.7,61,5,3,2,156.1
2946,Tevaka Tuioti,2018,24,43,55.8,439,10.2,69,5,2,1,170.6
2947,Quentin Harris,2018,34,68,50.0,437,6.4,66,7,1,2,135.0
2948,Christian Alexander-Stevens,2018,36,55,65.5,427,7.8,49,1,1,0,133.0
2949,Michael Curtis,2018,26,40,65.0,412,10.3,44,4,2,2,174.5
2950,Joe Burrow,2019,402,527,76.3,"5,671",10.8,78,60,6,34,202.0
2951,Anthony Gordon,2019,493,689,71.6,"5,579",8.1,65,48,16,20,157.9
2952,Cole McDonald,2019,326,511,63.8,"4,135",8.1,59,33,14,19,147.6
2953,Brady White,2019,269,420,64.0,"4,014",9.6,73,33,11,27,165.0
2954,Brock Purdy,2019,312,475,65.7,"3,982",8.4,84,27,9,16,151.1
2955,Shane Buechele,2019,307,490,62.7,"3,929",8.0,75,34,10,17,148.8
2956,Josh Love,2019,293,481,60.9,"3,923",8.2,80,22,8,14,141.2
2957,Jalen Hurts,2019,237,340,69.7,"3,851",11.3,74,32,8,23,191.2
2958,Chris Robison,2019,291,471,61.8,"3,701",7.9,75,28,6,25,144.9
2959,Trevor Lawrence,2019,268,407,65.8,"3,665",9.0,87,36,8,17,166.7
2960,Stephen Calvert,2019,249,431,57.8,"3,663",8.5,73,28,7,25,147.4
2961,Sam Ehlinger,2019,296,454,65.2,"3,663",8.1,75,32,10,34,151.8
2962,Dillon Gabriel,2019,236,398,59.3,"3,653",9.2,75,29,7,22,156.9
2963,Sam Howell,2019,259,422,61.4,"3,641",8.6,68,38,7,36,160.2
2964,Kaleb Barker,2019,299,460,65.0,"3,628",7.9,64,30,10,27,148.4
2965,Bryce Perkins,2019,320,496,64.5,"3,538",7.1,67,22,12,41,134.2
2966,Kedon Slovis,2019,282,392,71.9,"3,502",8.9,95,30,9,23,167.6
2967,Jack Abraham,2019,275,405,67.9,"3,496",8.6,77,19,15,21,148.5
2968,Justin Herbert,2019,286,428,66.8,"3,471",8.1,73,32,6,24,156.8
2969,Jordan Love,2019,293,473,61.9,"3,402",7.2,80,20,17,20,129.1
2970,Holton Ahlers,2019,264,442,59.7,"3,387",7.7,75,21,10,17,135.3
2971,Zach Smith,2019,246,429,57.3,"3,279",7.6,66,19,9,39,132.0
2972,Justin Fields,2019,238,354,67.2,"3,273",9.2,60,41,3,31,181.4
2973,Tanner Morgan,2019,210,318,66.0,"3,253",10.2,73,30,7,30,178.7
2974,Mike Glass III,2019,266,401,66.3,"3,169",7.9,80,24,11,14,147.0
2975,Charlie Brewer,2019,251,389,64.5,"3,161",8.1,78,21,7,31,147.0
2976,Jacob Eason,2019,260,405,64.2,"3,132",7.7,57,23,8,21,143.9
2977,Kenny Pickett,2019,289,469,61.6,"3,098",6.6,96,13,9,29,122.4
2978,Jon Wassink,2019,241,407,59.2,"3,097",7.6,61,20,8,18,135.4
2979,Tyler Huntley,2019,220,301,73.1,"3,092",10.3,83,19,4,24,177.5
2980,Mason Fine,2019,257,414,62.1,"3,088",7.5,68,29,9,26,143.5
2981,Brian Lewerke,2019,260,436,59.6,"3,079",7.1,64,17,13,18,125.9
2982,Shea Patterson,2019,214,381,56.2,"3,061",8.0,76,23,8,25,139.4
2983,Levi Lewis,2019,243,378,64.3,"3,050",8.1,74,26,4,15,152.6
2984,Ian Book,2019,240,399,60.2,"3,034",7.6,70,34,6,14,149.1
2985,J'Mar Smith,2019,236,367,64.3,"2,977",8.1,80,18,5,25,145.9
2986,Nate Stanley,2019,237,399,59.4,"2,951",7.4,75,16,7,23,131.2
2987,Layne Hatcher,2019,204,310,65.8,"2,946",9.5,92,27,10,30,167.9
2988,Jayden Daniels,2019,205,338,60.7,"2,943",8.7,86,17,2,32,149.2
2989,Caleb Evans,2019,239,390,61.3,"2,942",7.5,98,21,10,15,137.3
2990,Kyle Trask,2019,237,354,66.9,"2,941",8.3,66,25,7,22,156.1
2991,Drew Plitt,2019,238,370,64.3,"2,918",7.9,64,24,7,29,148.2
2992,Kellen Mond,2019,258,419,61.6,"2,897",6.9,52,20,9,31,131.1
2993,Jamie Newman,2019,220,361,60.9,"2,868",7.9,70,26,11,22,145.4
2994,Anthony Russo,2019,246,419,58.7,"2,861",6.8,79,21,12,16,126.9
2995,Jake Fromm,2019,234,385,60.8,"2,860",7.4,60,24,5,15,141.2
2996,Jett Duffey,2019,239,367,65.1,"2,840",7.7,81,18,5,16,143.6
2997,Tua Tagovailoa,2019,180,252,71.4,"2,840",11.3,85,33,3,10,206.9
2998,Nathan Rourke,2019,200,328,61.0,"2,820",8.6,55,20,5,21,150.3
2999,Steven Montez,2019,255,405,63.0,"2,808",6.9,96,17,10,20,130.1
3000,Patrick O'Brien,2019,209,338,61.8,"2,803",8.3,87,13,7,23,140.0
3001,Jack Coan,2019,236,339,69.6,"2,727",8.0,70,18,5,19,151.8
3002,Zac Thomas,2019,225,359,62.7,"2,718",7.6,73,28,6,18,148.7
3003,Jake Luton,2019,222,358,62.0,"2,714",7.6,75,28,3,24,149.8
3004,Dorian Thompson-Robinson,2019,216,362,59.7,"2,701",7.5,94,21,12,34,134.9
3005,Carter Stanley,2019,226,371,60.9,"2,661",7.2,75,24,11,21,136.6
3006,Jorge Reyna,2019,236,365,64.7,"2,655",7.3,53,15,11,23,133.3
3007,Sean Clifford,2019,189,319,59.2,"2,654",8.3,72,23,7,24,148.5
3008,Dustin Crum,2019,216,312,69.2,"2,622",8.4,78,20,2,38,159.7
3009,Asher O'Hara,2019,210,335,62.7,"2,616",7.8,90,20,8,22,143.2
3010,Josh Adkins,2019,275,437,62.9,"2,588",5.9,53,14,15,31,116.4
3011,Ty Storey,2019,241,345,69.9,"2,567",7.4,69,14,7,18,141.7
3012,Chris Reynolds,2019,181,291,62.2,"2,564",8.8,58,22,11,17,153.6
3013,James Morgan,2019,207,357,58.0,"2,560",7.2,61,14,5,12,128.4
