,NAME,COLLEGE,YEAR,QBR,PAA,PLAYS,EPA,PASS,RUN,SACK,PEN,RAW,HT/WT,DOB,DRAFT_STATUS
1389,Justin Herbert,ORE,2016,73.9,20.3,336,28.0,35.0,2.3,-8.4,-0.9,65.2,"6' 6"", 236 lbs",3/10/1998 (22),"2020: Rd 1, Pk 6 (LAC)"
1390,Josh Allen,WYO,2016,73.8,57.0,561,73.0,57.0,30.8,-16.9,1.9,74.2,"6' 5"", 237 lbs",5/21/1996 (24),"2018: Rd 1, Pk 7 (BUF)"
1391,Trace McSorley,PSU,2016,73.7,37.6,575,55.2,62.7,0.6,-16.4,8.2,66.4,"6' 0"", 202 lbs",8/23/1995 (25),"2019: Rd 6, Pk 197 (BAL)"
1392,Ryan Higgins,LT,2016,73.5,91.5,616,99.9,102.6,8.9,-14.0,2.4,82.4,na,na,na
1393,Dane Evans,TLSA,2016,72.6,51.7,529,63.2,61.9,10.7,-14.5,5.3,73.4,na,11/19/1993,na
1394,Trevor Knight,TA&M,2016,72.3,22.8,506,40.4,24.2,22.4,-8.3,2.0,61.5,na,10/3/1993,na
1395,Luke Falk,WSU,2016,72.0,51.4,769,70.6,86.6,0.1,-19.0,2.9,66.7,na,12/28/1994,"2018: Rd 6, Pk 199 (TEN)"
1396,Brent Stockstill,MTSU,2016,71.9,60.2,500,74.3,62.3,9.2,-5.0,7.8,77.8,na,na,na
1397,Skyler Howard,WVU,2016,71.6,44.9,584,61.0,53.8,17.2,-16.0,6.0,69.0,na,11/6/1994,na
1398,Sean White,AUB,2016,71.4,10.2,288,20.1,21.5,8.4,-11.2,1.4,59.1,na,na,na
1399,J.T. Barrett,OSU,2016,70.5,22.2,632,42.1,36.1,21.0,-16.6,1.6,59.0,na,1/23/1995,na
1400,Greg Ward,HOU,2016,70.3,56.1,693,73.4,66.6,21.3,-17.6,3.0,69.9,"5' 11"", 190 lbs",7/12/1995 (25),na
1401,Austin Allen,ARK,2016,69.9,16.6,518,32.4,50.4,-0.2,-22.0,4.1,58.2,na,8/21/1994,na
1402,Davis Webb,CAL,2016,69.8,30.3,716,51.3,58.7,0.6,-11.0,3.0,60.8,na,1/22/1995,"2017: Rd 3, Pk 87 (NYG)"
1403,DeShone Kizer,ND,2016,69.5,28.3,533,46.6,49.6,11.2,-14.0,-0.2,63.5,na,1/3/1996,"2017: Rd 2, Pk 52 (CLE)"
1404,Brad Kaaya,MIAMI,2016,68.6,24.6,493,41.5,53.3,-0.3,-13.8,2.4,62.7,na,9/3/1995,"2017: Rd 6, Pk 215 (DET)"
1405,Jalen Hurts,ALA,2016,68.4,16.1,624,37.3,25.5,25.4,-12.5,-1.0,56.7,"6' 1"", 223 lbs",8/7/1998 (22),"2020: Rd 2, Pk 53 (PHI)"
1406,Seth Russell,BAY,2016,68.0,30.3,410,39.9,18.6,31.4,-7.3,-2.8,68.3,na,na,na
1407,Tommy Armstrong Jr.,NEB,2016,67.6,22.4,439,40.1,27.6,13.6,-3.9,2.8,63.0,na,11/8/1993,na
1408,Taylor Lamb,APP,2016,67.3,41.5,453,53.1,30.4,21.5,-5.5,6.6,72.2,na,na,na
1409,Ryan Finley,NCST,2016,66.5,8.6,507,28.5,37.0,-1.1,-10.9,3.6,54.4,"6' 4"", 207 lbs",12/26/1994 (25),"2019: Rd 4, Pk 104 (CIN)"
1410,Brett Rypien,BSU,2016,66.3,37.2,479,49.0,65.4,-5.6,-11.0,0.2,69.2,"6' 2"", 202 lbs",7/9/1996 (24),na
1411,Eric Dungey,SYR,2016,65.0,11.8,527,32.3,51.1,-1.7,-16.8,-0.2,55.8,na,6/12/1996,na
1412,Brogan Roback,EMU,2016,65.0,37.2,466,53.4,49.2,9.1,-7.3,2.5,69.6,na,8/29/1994,na
1413,Taysom Hill,BYU,2016,64.2,27.0,552,50.0,27.9,33.0,-15.5,4.9,62.5,"6' 2"", 221 lbs",8/23/1990 (30),na
1414,Philip Nelson,ECU,2016,63.3,17.1,436,33.4,37.3,2.2,-13.9,7.8,60.1,na,na,na
1415,Daniel Jones,DUKE,2016,62.8,9.1,604,33.3,40.1,10.2,-19.3,2.2,53.9,"6' 5"", 220 lbs",5/27/1997 (23),"2019: Rd 1, Pk 6 (NYG)"
1416,Sefo Liufau,COLO,2016,62.7,7.9,512,26.6,39.0,0.1,-15.0,2.5,54.0,na,10/29/1994,na
1417,Tyler O'Connor,MSU,2016,62.6,5.2,361,18.9,30.8,-1.6,-11.7,1.3,53.7,na,na,na
1418,Clayton Thorson,NW,2016,62.3,19.0,608,43.6,66.2,1.2,-25.4,1.8,58.0,na,6/15/1995,"2019: Rd 5, Pk 167 (PHI)"
1419,Thomas Woodson,AKR,2016,62.2,23.0,323,33.3,40.2,-1.9,-8.5,3.5,67.7,na,na,na
1420,Gus Ragland,M-OH,2016,62.1,22.9,284,34.9,39.2,5.5,-12.1,2.3,69.8,na,na,na
1421,Jacob Park,ISU,2016,61.8,7.0,281,15.4,20.6,1.7,-6.5,-0.2,56.4,na,na,na
1422,Kenny Hill,TCU,2016,61.7,23.4,604,45.7,34.4,32.3,-18.7,-2.4,59.9,na,na,na
1423,Stephen Johnson,UK,2016,61.7,10.2,395,25.0,26.3,13.6,-16.1,0.9,56.7,na,na,na
1424,Joel Lanning,ISU,2016,61.7,12.0,315,21.4,17.8,14.5,-12.1,1.2,59.7,na,11/18/1994,na
1425,Anthony Maddie,NIU,2016,61.3,22.6,272,30.0,16.2,14.6,-1.1,0.5,70.4,na,na,na
1426,Kevin Ellison,GASO,2016,61.0,12.1,263,21.2,16.0,7.2,-2.8,0.9,61.7,na,na,na
1427,P.J. Walker,TEM,2016,60.9,20.1,507,37.0,55.1,-1.5,-19.4,2.9,60.1,"5' 11"", 212 lbs",2/26/1995 (25),na
1428,Riley Ferguson,MEM,2016,60.0,23.2,557,39.4,56.9,-0.9,-18.7,1.9,60.7,na,1/19/1995,na
1429,Brandon Silvers,TROY,2016,58.5,25.2,566,45.4,38.4,9.2,-5.4,3.3,61.4,na,5/9/1994,na
1430,David Washington,ODU,2016,58.5,33.7,445,42.7,46.2,1.2,-8.2,3.4,68.7,na,na,na
1431,Josh Rosen,UCLA,2016,58.3,5.7,272,17.0,23.5,0.9,-10.1,2.4,55.4,na,2/10/1997,"2018: Rd 1, Pk 10 (ARI)"
1432,Richard Lagow,IND,2016,57.9,2.9,528,25.3,41.8,-0.8,-18.6,3.0,51.5,na,na,na
1433,Andrew Ford,UMASS,2016,57.5,21.4,443,33.4,46.9,4.4,-18.6,0.7,62.3,na,na,na
1434,Dru Brown,HAW,2016,57.1,30.3,466,40.8,45.8,6.4,-11.8,0.4,66.3,na,na,na
1435,Drew Lock,MIZ,2016,56.0,0.5,535,20.1,28.5,-1.0,-7.5,0.0,50.2,"6' 4"", 228 lbs",11/10/1996 (23),"2019: Rd 2, Pk 42 (DEN)"
1436,Matt Linehan,IDHO,2016,55.9,31.8,545,47.0,49.4,1.8,-10.1,5.9,64.7,na,na,na
1437,Greg Windham,OHIO,2016,55.4,17.2,418,34.6,18.7,17.1,-7.7,6.9,60.6,na,na,na
1438,Mitch Leidner,MINN,2016,55.2,3.8,454,23.7,18.8,13.0,-9.7,1.6,52.2,na,1/17/1994,na
1439,Jacob Eason,UGA,2016,55.0,-3.2,452,16.7,25.4,2.7,-16.0,4.4,48.1,"6' 6"", 231 lbs",11/17/1997 (22),"2020: Rd 4, Pk 122 (IND)"
1440,Cooper Rush,CMU,2016,54.8,21.1,567,40.7,49.1,10.1,-21.8,3.1,59.5,na,11/21/1993,na
1441,Nick Mullens,USM,2016,54.8,23.0,469,38.4,48.1,0.0,-15.0,5.2,62.5,"6' 1"", 210 lbs",3/21/1995 (25),na
1442,Shane Buechele,TEX,2016,54.3,6.3,529,28.2,45.6,-1.6,-19.4,3.6,53.1,"6' 1"", 207 lbs",na,na
1443,Austin Appleby,FLA,2016,53.2,-18.9,267,-4.8,9.2,-1.3,-12.7,0.0,32.4,na,6/4/1993,na
1444,John Wolford,WAKE,2016,52.9,-9.3,469,12.0,9.4,23.0,-22.7,2.4,44.8,"6' 1"", 200 lbs",10/16/1995 (24),na
1445,Troy Williams,UTAH,2016,51.6,-7.4,564,18.6,34.4,-4.7,-17.1,5.9,46.6,na,na,na
1446,Conner Manning,GAST,2016,51.5,7.6,434,23.8,29.8,0.9,-7.9,1.1,54.6,na,na,na
1447,Chase Litton,MRSH,2016,51.4,21.8,440,35.7,42.4,-1.3,-11.7,6.3,62.6,na,10/5/1995,na
1448,Kurt Benkert,ECU/UVA,2016,50.5,-5.3,503,15.6,31.7,-2.8,-17.1,3.5,47.2,na,7/17/1995,na
1449,Riley Neal,BALL,2016,50.2,16.9,553,36.9,34.5,13.4,-12.8,1.8,57.9,na,10/2/1996,na
1450,Mike Fafaul,UCLA,2016,50.0,-12.3,304,2.0,5.6,-0.5,-5.6,2.5,39.6,na,na,na
1451,David Blough,PUR,2016,49.7,-8.4,637,17.3,25.1,2.9,-14.7,4.2,46.6,na,7/31/1995,na
1452,Ben Hicks,SMU,2016,49.6,1.0,500,20.0,25.4,1.8,-13.0,5.8,50.5,na,na,na
1453,Dalton Sturm,UTSA,2016,49.4,23.4,445,38.7,40.7,18.9,-22.2,0.6,63.3,na,9/15/1995,na
1454,Kyle Shurmur,VAN,2016,49.3,-12.9,464,8.2,25.5,-0.3,-19.8,2.8,42.8,na,11/6/1996,na
1455,Kenny Potter,SJSU,2016,49.3,9.5,478,26.4,30.1,14.2,-21.4,3.2,55.2,na,na,na
1456,Christian Chapman,SDSU,2016,48.5,9.8,362,22.5,40.2,2.4,-18.5,-1.8,57.0,na,na,na
1457,Manny Wilkins,ASU,2016,47.8,-2.3,470,16.5,26.1,8.5,-22.0,4.1,48.7,na,11/5/1995,na
1458,Patrick Towles,BC,2016,47.8,-13.4,427,5.9,9.8,10.1,-14.9,0.7,41.9,na,na,na
1459,Tyler Stewart,NEV,2016,47.8,9.3,249,16.3,17.4,5.8,-8.7,1.7,59.5,na,na,na
1460,Hasaan Klugh,CHAR,2016,46.1,13.1,342,24.7,11.7,18.6,-8.0,2.4,59.8,na,na,na
1461,Dallas Davis,USA,2016,45.8,12.3,483,31.6,35.7,12.1,-16.8,0.8,56.6,na,na,na
1462,Garrett Smith,ULM,2016,45.7,7.4,246,15.2,5.8,11.7,-3.3,1.0,57.8,na,na,na
1463,Jason Driskel,FAU,2016,45.3,13.7,435,28.7,25.1,15.9,-12.5,0.0,58.1,na,na,na
1464,Kent Myers,USU,2016,43.9,-8.4,517,13.0,15.1,15.5,-18.0,0.3,45.8,na,na,na
1465,C.J. Beathard,IOWA,2016,43.5,-22.5,409,-2.4,13.8,3.9,-19.1,-0.8,36.1,"6' 2"", 215 lbs",11/16/1993 (26),"2017: Rd 3, Pk 104 (SF)"
1466,Hayden Moore,CIN,2016,42.8,-5.0,319,9.2,23.5,-2.6,-12.6,0.9,45.9,na,na,na
1467,Ryan Metz,UTEP,2016,42.7,6.0,254,12.3,17.8,1.5,-6.8,-0.5,56.1,na,na,na
1468,Wes Lunt,ILL,2016,41.4,-12.3,267,0.4,7.7,0.0,-8.8,1.4,38.3,na,10/7/1993,na
1469,Justice Hansen,ARST,2016,41.1,0.8,455,19.2,38.4,-6.5,-13.0,0.4,50.4,na,na,na
1470,Tyler Rogers,NMSU,2016,40.4,-2.9,575,18.4,15.1,17.6,-15.7,1.4,48.7,na,na,na
1471,Tyler Stehling,RICE,2016,39.8,0.5,467,18.0,21.6,9.3,-15.2,2.2,50.3,na,na,na
1472,Anthony Jennings,ULL,2016,39.2,-13.6,513,9.2,17.9,11.4,-21.8,2.2,43.2,na,na,na
1473,Bryant Shirreffs,CONN,2016,38.4,-12.9,443,7.2,26.7,-11.2,-11.9,3.6,42.5,na,na,na
1474,Perry Hills,MD,2016,37.5,-23.8,313,-7.4,13.4,6.2,-24.4,-2.6,31.2,na,na,na
1475,Alex McGough,FIU,2016,37.3,0.5,364,16.0,16.9,7.6,-9.4,0.8,50.4,na,11/19/1995,"2018: Rd 7, Pk 220 (SEA)"
1476,Nick Holley,KENT,2016,37.3,-8.9,341,6.9,-1.4,17.6,-9.5,0.2,43.3,na,12/5/1994,na
1477,Chason Virgil,FRES,2016,36.9,-14.6,434,5.0,10.5,1.8,-10.6,3.3,41.3,na,na,na
1478,Ahmad Bradshaw,ARMY,2016,35.4,-9.4,304,4.4,-0.7,8.3,-5.0,1.9,42.0,na,na,na
1479,McKenzie Milton,UCF,2016,34.9,-28.9,474,-5.6,8.7,2.5,-17.6,0.8,34.7,"5' 11"", 185 lbs",na,na
1480,James Morgan,BGSU,2016,33.6,-17.3,401,1.5,9.4,-1.0,-13.7,6.6,39.0,"6' 4"", 229 lbs",2/28/1997 (23),"2020: Rd 4, Pk 125 (NYJ)"
1481,Tyler Jones,TXST,2016,32.3,-24.8,495,-0.7,20.4,-1.1,-21.7,1.0,37.3,na,na,na
1482,Mason Fine,UNT,2016,30.6,-15.0,379,2.6,14.1,10.3,-23.5,1.7,39.9,na,na,na
1483,Glen Cuiellette,TULN,2016,30.5,-34.8,391,-12.7,8.6,-12.1,-11.4,1.5,28.4,na,na,na
1484,Tyree Jackson,BUFF,2016,28.8,-24.6,439,-2.9,-2.6,3.1,-6.0,2.6,35.8,na,11/7/1997,na
1485,Baker Mayfield,OKLA,2017,92.3,108.0,531,114.7,113.0,18.5,-19.1,2.1,89.2,"6' 1"", 215 lbs",4/14/1995 (25),"2018: Rd 1, Pk 1 (CLE)"
1486,Khalil Tate,ARIZ,2017,92.0,74.9,361,78.8,33.4,49.3,-7.4,3.3,89.6,na,10/23/1998,na
1487,Mason Rudolph,OKST,2017,86.7,102.0,591,105.4,103.9,8.3,-14.4,7.6,85.7,"6' 5"", 235 lbs",7/17/1995 (25),"2018: Rd 3, Pk 76 (PIT)"
1488,Lamar Jackson,LOU,2017,85.4,86.9,714,99.4,53.6,62.9,-15.8,-0.8,78.0,"6' 2"", 212 lbs",1/7/1997 (23),"2018: Rd 1, Pk 32 (BAL)"
1489,McKenzie Milton,UCF,2017,84.1,103.0,548,113.2,83.6,33.3,-6.5,2.8,87.6,"5' 11"", 185 lbs",na,na
1490,Jake Fromm,UGA,2017,84.1,44.1,394,52.7,57.2,8.4,-14.6,1.6,76.2,"6' 2"", 215 lbs",7/30/1998 (22),"2020: Rd 5, Pk 167 (BUF)"
1491,Jalen Hurts,ALA,2017,83.4,41.8,435,49.9,34.5,25.4,-13.7,3.6,73.1,"6' 1"", 223 lbs",8/7/1998 (22),"2020: Rd 2, Pk 53 (PHI)"
1492,J.T. Barrett,OSU,2017,81.8,64.2,584,69.0,38.1,34.0,-10.1,6.9,75.8,na,1/23/1995,na
1493,Trace McSorley,PSU,2017,81.5,61.8,590,69.9,67.2,13.3,-13.9,3.4,74.8,"6' 0"", 202 lbs",8/23/1995 (25),"2019: Rd 6, Pk 197 (BAL)"
1494,Danny Etling,LSU,2017,80.8,36.3,379,46.3,49.2,10.4,-16.0,2.6,73.0,na,7/22/1994,"2018: Rd 7, Pk 219 (NE)"
1495,Ryan Finley,NCST,2017,80.4,56.1,591,77.8,70.4,9.3,-7.6,5.7,72.8,"6' 4"", 207 lbs",12/26/1994 (25),"2019: Rd 4, Pk 104 (CIN)"
1496,Justin Herbert,ORE,2017,80.1,40.0,279,40.9,36.2,10.7,-7.1,1.1,81.6,"6' 6"", 236 lbs",3/10/1998 (22),"2020: Rd 1, Pk 6 (LAC)"
1497,Ahmad Bradshaw,ARMY,2017,79.5,45.0,308,52.4,-4.2,57.2,0.0,-0.7,82.0,na,na,na
1498,Nick Fitzgerald,MSST,2017,78.5,46.7,477,55.7,11.5,47.0,-4.1,1.3,73.5,na,1/14/1996,na
1499,Brian Lewerke,MSU,2017,77.7,49.3,593,64.8,50.2,23.1,-12.4,4.0,70.4,na,10/24/1996,na
1500,John Wolford,WAKE,2017,77.6,44.1,555,60.6,54.3,17.6,-10.3,-1.0,69.5,"6' 1"", 200 lbs",10/16/1995 (24),na
1501,Kelly Bryant,CLEM,2017,77.6,39.5,621,56.5,46.6,21.1,-15.5,4.3,65.9,na,na,na
1502,Brandon Wimbush,ND,2017,76.2,26.8,445,37.0,15.5,31.1,-12.1,2.6,65.2,na,na,na
1503,Will Grier,WVU,2017,75.8,49.5,480,62.6,71.9,-4.9,-8.8,4.2,74.5,"6' 1"", 220 lbs",4/3/1995 (25),"2019: Rd 3, Pk 100 (CAR)"
1504,Drew Lock,MIZ,2017,74.4,47.9,514,54.8,56.5,1.6,-7.0,3.7,72.5,"6' 4"", 228 lbs",11/10/1996 (23),"2019: Rd 2, Pk 42 (DEN)"
1505,Jon Wassink,WMU,2017,74.1,26.4,251,34.6,30.7,8.5,-5.3,1.1,74.9,na,na,na
1506,Alex Hornibrook,WIS,2017,74.0,24.4,393,38.7,52.4,-3.8,-12.9,2.7,65.6,na,na,na
1507,Nathan Rourke,OHIO,2017,73.5,57.9,467,68.1,24.0,47.7,-11.4,7.8,78.4,na,na,na
1508,Sam Darnold,USC,2017,73.2,41.9,601,60.3,78.5,2.6,-19.2,-1.6,67.4,"6' 3"", 225 lbs",6/5/1997 (23),"2018: Rd 1, Pk 3 (NYJ)"
1509,Jordan Ta'amu,MISS,2017,72.8,19.4,246,25.6,27.3,7.3,-9.1,0.1,69.4,na,12/10/1997,na
1510,Logan Woodside,TOL,2017,72.4,59.5,512,67.8,77.2,-0.2,-11.4,1.8,77.0,"6' 1"", 213 lbs",1/27/1995 (25),"2018: Rd 7, Pk 249 (CIN)"
1511,Kyle Kempt,ISU,2017,72.1,23.0,305,34.7,40.8,-1.5,-8.9,4.3,68.6,na,na,na
1512,Jake Browning,WASH,2017,71.9,35.9,428,44.1,49.8,6.9,-13.8,1.1,70.5,na,4/11/1996,na
1513,Nic Shimonek,TTU,2017,71.0,39.8,593,60.8,69.5,4.5,-18.7,5.5,66.8,na,8/22/1994,na
1514,Riley Ferguson,MEM,2017,70.7,68.4,585,82.8,83.8,10.0,-14.3,3.3,77.1,na,1/19/1995,na
1515,Clayton Thorson,NW,2017,70.0,35.7,556,54.0,42.4,29.6,-19.3,0.8,66.1,na,6/15/1995,"2019: Rd 5, Pk 167 (PHI)"
1516,Brett Rypien,BSU,2017,69.7,34.0,422,45.6,55.7,0.3,-13.1,2.7,69.8,"6' 2"", 202 lbs",7/9/1996 (24),na
1517,Tyree Jackson,BUFF,2017,69.6,39.5,310,49.0,43.7,10.9,-6.8,1.1,79.0,na,11/7/1997,na
1518,TaQuon Marshall,GT,2017,69.2,17.7,388,31.3,4.1,37.6,-12.1,2.1,61.6,na,na,na
1519,Quinton Flowers,USF,2017,68.5,66.6,593,79.6,49.7,36.4,-9.5,2.8,76.3,na,12/2/1994,na
1520,Jason Driskel,FAU,2017,68.2,48.3,398,49.8,38.3,12.8,-4.3,2.7,77.9,na,na,na
1521,Nick Stevens,CSU,2017,67.7,58.3,569,71.4,68.1,8.4,-8.9,3.9,74.4,na,1/31/1995,na
1522,Malik Rosier,MIAMI,2017,67.7,18.1,579,40.7,32.3,18.2,-13.8,4.1,58.0,na,na,na
1523,Jarrett Stidham,AUB,2017,67.2,12.9,509,31.9,50.2,1.2,-24.1,4.7,56.5,"6' 3"", 215 lbs",8/8/1996 (24),"2019: Rd 4, Pk 133 (NE)"
1524,Taylor Lamb,APP,2017,67.2,47.5,461,60.3,40.2,24.1,-5.6,1.6,74.5,na,na,na
1525,Eric Dungey,SYR,2017,66.7,10.9,569,33.0,23.2,21.3,-15.5,4.0,55.0,na,6/12/1996,na
1526,Caleb Evans,ULM,2017,66.7,41.3,517,56.0,46.0,18.4,-10.3,2.0,69.6,na,na,na
1527,Stephen Johnson,UK,2017,66.3,21.8,464,40.3,30.7,22.0,-16.8,4.5,62.0,na,na,na
1528,Chad President,TLSA,2017,65.4,19.1,249,26.5,5.0,24.3,-4.8,2.0,69.0,na,na,na
1529,Jake Bentley,SC,2017,65.1,18.9,498,38.4,40.5,15.1,-19.4,2.3,59.8,"6' 4"", 220 lbs",na,na
1530,Ben Hicks,SMU,2017,64.5,42.8,562,58.5,65.4,2.4,-12.2,2.6,68.8,na,na,na
1531,Kenny Hill,TCU,2017,64.1,29.9,533,47.5,53.3,5.5,-12.2,1.1,64.2,na,na,na
1532,Josh Rosen,UCLA,2017,64.1,21.4,536,40.5,51.6,3.9,-16.9,1.9,60.2,na,2/10/1997,"2018: Rd 1, Pk 10 (ARI)"
1533,Manny Wilkins,ASU,2017,63.7,23.7,575,42.9,48.9,12.9,-21.0,2.2,60.6,na,11/5/1995,na
1534,Ty Gangi,NEV,2017,63.3,36.3,451,47.5,38.5,7.9,-4.3,5.3,69.8,na,na,na
1535,Kyle Shurmur,VAN,2017,62.9,16.0,465,28.0,37.7,0.0,-12.0,2.3,58.8,na,11/6/1996,na
1536,Marcus McMaryion,ORST/FRES,2017,61.8,30.7,445,42.9,36.5,11.0,-4.9,0.4,67.2,na,na,na
1537,Tanner Lee,NEB,2017,61.6,3.3,487,21.3,31.7,0.9,-10.4,-0.9,51.8,na,2/14/1995,"2018: Rd 6, Pk 203 (JAX)"
1538,Alex McGough,FIU,2017,61.5,44.1,463,57.0,54.4,17.5,-15.0,0.3,72.9,na,11/19/1995,"2018: Rd 7, Pk 220 (SEA)"
1539,Charlie Brewer,BAY,2017,61.2,8.3,292,17.7,29.2,-2.6,-9.2,0.4,57.3,"6' 1"", 210 lbs",na,na
1540,Chase Litton,MRSH,2017,60.8,40.3,520,58.3,58.3,-0.6,-6.6,7.1,69.1,na,10/5/1995,na
1541,Josh Jackson,VT,2017,60.3,8.9,556,29.6,34.2,5.8,-12.7,2.7,54.1,"6' 2"", 218 lbs",na,na
1542,Josh Allen,WYO,2017,60.1,22.1,382,32.5,26.3,17.4,-11.8,0.6,64.6,"6' 5"", 237 lbs",5/21/1996 (24),"2018: Rd 1, Pk 7 (BUF)"
1543,Tyler Huntley,UTAH,2017,59.5,18.4,525,35.4,38.0,13.5,-17.9,1.7,59.0,na,2/3/1998,na
1544,Shea Patterson,MISS,2017,58.8,8.1,331,17.6,28.0,0.2,-11.1,0.5,56.3,na,1/17/1997,na
1545,Richard Lagow,IND,2017,58.5,-5.2,355,10.1,22.0,-4.5,-10.4,3.0,46.2,na,na,na
1546,Austin Allen,ARK,2017,58.2,-0.5,246,9.7,22.0,-0.1,-12.7,0.3,49.5,na,8/21/1994,na
1547,Steven Montez,COLO,2017,58.0,18.9,550,37.9,49.2,10.8,-21.9,-0.5,58.8,na,1/14/1997,na
1548,Brandon Silvers,TROY,2017,57.7,33.5,547,52.0,51.7,7.9,-9.5,1.8,65.4,na,5/9/1994,na
1549,Mason Fine,UNT,2017,56.8,38.3,659,52.9,70.0,1.1,-22.3,4.2,64.6,na,na,na
1550,Jonathan Banks,TULN,2017,55.9,27.8,402,38.4,24.6,25.4,-14.0,2.5,67.3,na,na,na
1551,Nate Stanley,IOWA,2017,55.9,-3.6,438,15.8,36.8,-6.7,-16.3,2.3,47.9,na,8/26/1997,"2020: Rd 7, Pk 244 (MIN)"
1552,Anthony Brown,BC,2017,55.6,-9.8,324,5.0,-1.3,8.1,-4.3,2.6,42.2,"6' 2"", 226 lbs",na,na
1553,Thomas Sirk,ECU,2017,55.4,12.5,327,22.1,16.3,3.5,-3.1,5.5,59.8,na,na,na
1554,Zach Abey,NAVY,2017,55.4,14.3,379,28.3,8.7,26.1,-5.7,-0.8,59.7,na,na,na
1555,Elijah Sindelar,PUR,2017,55.3,-7.4,385,9.9,22.1,-0.4,-12.9,1.2,45.0,na,na,na
1556,Gardner Minshew II,ECU,2017,54.1,10.6,351,17.3,18.7,-0.4,-3.5,2.6,57.8,"6' 1"", 225 lbs",5/16/1996 (24),"2019: Rd 6, Pk 178 (JAX)"
1557,Luke Falk,WSU,2017,53.9,1.7,633,25.4,44.5,-1.5,-20.8,3.2,50.7,na,12/28/1994,"2018: Rd 6, Pk 199 (TEN)"
1558,Armani Rogers,UNLV,2017,53.4,19.5,352,30.2,10.3,32.8,-13.3,0.3,64.0,na,na,na
1559,Daniel Jones,DUKE,2017,52.8,-4.6,646,22.8,15.9,23.8,-22.2,5.5,48.2,"6' 5"", 220 lbs",5/27/1997 (23),"2019: Rd 1, Pk 6 (NYG)"
1560,Justice Hansen,ARST,2017,52.4,36.9,671,58.4,63.6,10.9,-19.9,4.1,63.9,na,na,na
1561,Kurt Benkert,UVA,2017,52.3,-10.8,612,15.2,33.1,0.6,-21.4,2.8,45.4,na,7/17/1995,na
1562,Mike White,WKU,2017,51.4,32.6,668,56.1,85.5,1.6,-31.6,0.6,62.4,na,3/25/1995,"2018: Rd 5, Pk 171 (DAL)"
1563,Peyton Ramsey,IND,2017,51.2,-2.4,327,10.9,19.4,-1.9,-9.3,2.7,48.1,"6' 2"", 212 lbs",na,na
1564,Conner Manning,GAST,2017,50.8,28.4,510,44.8,54.1,2.8,-11.8,-0.2,64.1,na,na,na
1565,Kellen Mond,TA&M,2017,50.7,-6.3,340,8.5,4.2,12.9,-12.6,4.1,45.2,"6' 3"", 217 lbs",na,na
1566,Dalton Sturm,UTSA,2017,50.7,24.2,460,41.2,33.8,18.5,-14.2,3.4,63.3,na,9/15/1995,na
1567,A.J. Erdely,UAB,2017,49.5,24.4,486,40.1,31.5,23.9,-17.1,1.9,62.8,na,na,na
1568,Jordan Davis,ULL,2017,49.2,8.5,300,18.5,14.0,13.8,-10.1,0.9,57.3,na,na,na
1569,Gus Ragland,M-OH,2017,48.9,12.6,375,26.6,31.5,3.0,-12.2,4.2,58.6,na,na,na
1570,J'Mar Smith,LT,2017,47.9,19.5,573,40.9,40.6,12.6,-16.2,3.9,58.7,na,9/24/1996,na
1571,Kwadra Griggs,USM,2017,47.3,15.4,371,25.7,27.5,3.0,-5.5,0.8,60.6,na,na,na
1572,Sam Ehlinger,TEX,2017,47.1,-10.0,412,9.1,13.9,2.1,-7.9,1.0,43.7,"6' 3"", 225 lbs",na,na
1573,Brogan Roback,EMU,2017,46.5,4.5,492,26.0,35.1,-2.0,-12.6,5.7,52.4,na,8/29/1994,na
1574,Ross Bowers,CAL,2017,45.7,-14.3,572,11.5,34.5,-1.5,-22.0,0.5,43.5,"6' 2"", 200 lbs",na,na
1575,Brent Stockstill,MTSU,2017,45.6,5.2,295,16.5,19.6,1.6,-6.9,2.2,54.6,na,na,na
1576,Andrew Ford,UMASS,2017,45.3,15.2,453,32.6,52.5,3.6,-25.8,2.3,58.6,na,na,na
1577,Tyler Rogers,NMSU,2017,44.7,4.1,684,32.7,45.9,3.4,-16.4,-0.4,51.5,na,na,na
1578,James Blackman,FSU,2017,44.5,-23.8,403,-3.9,24.6,-8.5,-22.5,2.5,35.1,"6' 5"", 190 lbs",na,na
1579,Chazz Surratt,UNC,2017,44.0,-16.2,290,-1.8,10.3,-3.0,-10.0,0.9,35.9,"6' 2"", 225 lbs",na,na
1580,Thomas Woodson,AKR,2017,42.2,-2.6,357,12.4,20.4,-3.9,-9.7,5.5,48.1,na,na,na
1581,Kent Myers,USU,2017,41.5,-5.1,297,6.4,7.1,9.0,-10.2,0.5,45.6,na,na,na
1582,Marcus Childers,NIU,2017,41.1,-7.3,440,11.6,18.0,3.3,-11.2,1.6,45.7,na,na,na
1583,Dru Brown,HAW,2017,40.5,-2.0,515,18.2,32.6,5.3,-20.3,0.6,49.0,na,na,na
1584,Hayden Moore,CIN,2017,40.3,-11.1,564,13.4,24.3,0.9,-11.9,-0.6,44.9,na,na,na
1585,Shane Morris,MICH/CMU,2017,39.9,-11.1,568,13.4,27.7,-3.7,-14.9,4.3,44.9,na,na,na
1586,Shane Buechele,TEX,2017,39.3,-11.4,301,2.6,13.1,6.5,-15.9,-1.1,40.3,"6' 1"", 207 lbs",na,na
